18:58:43 INFO  : Registering command handlers for SDK TCF services
18:06:59 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
18:07:04 INFO  : XSCT server has started successfully.
18:07:04 INFO  : Successfully done setting XSCT server connection channel  
18:07:06 INFO  : Successfully done setting SDK workspace  
18:07:06 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
18:07:06 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
16:46:59 INFO  : Registering command handlers for SDK TCF services
16:47:00 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
16:47:06 INFO  : XSCT server has started successfully.
16:47:12 INFO  : Successfully done setting XSCT server connection channel  
16:47:12 INFO  : Successfully done setting SDK workspace  
16:47:12 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
16:47:12 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:09:17 INFO  : Registering command handlers for SDK TCF services
13:09:18 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:09:24 INFO  : XSCT server has started successfully.
13:09:24 INFO  : Successfully done setting XSCT server connection channel  
13:09:33 INFO  : Successfully done setting SDK workspace  
13:09:33 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:09:33 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
15:32:50 ERROR : (XSDB Server)couldn't open "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

22:19:25 INFO  : Registering command handlers for SDK TCF services
22:19:26 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
22:19:31 INFO  : XSCT server has started successfully.
22:19:31 INFO  : Successfully done setting XSCT server connection channel  
22:19:34 INFO  : Successfully done setting SDK workspace  
22:19:34 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
22:19:34 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
22:25:16 ERROR : (XSDB Server)incomplete ELF file read

13:59:59 INFO  : Registering command handlers for SDK TCF services
14:00:00 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
14:00:06 INFO  : XSCT server has started successfully.
14:00:16 INFO  : Successfully done setting XSCT server connection channel  
14:00:16 INFO  : Successfully done setting SDK workspace  
14:00:16 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
14:00:17 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
14:22:03 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1769166540739,  Project:1767880631164
14:22:03 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
14:22:05 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
14:22:08 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
14:22:17 INFO  : 
14:22:19 INFO  : Updating hardware inferred compiler options for port_game_mb.
14:22:19 INFO  : Clearing existing target manager status.
14:28:01 ERROR : (XSDB Server)couldn't execute "F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\port_game_mb\Debug\port_game_mb.elf": no such file or directory

14:28:27 ERROR : (XSDB Server)couldn't execute "F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\port_game_mb\Debug\port_game_mb.elf": no such file or directory

18:53:57 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1769183538234,  Project:1769166540739
18:53:57 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
18:54:08 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
18:54:11 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
18:54:17 INFO  : 
18:54:18 INFO  : Updating hardware inferred compiler options for port_game_mb.
18:54:18 INFO  : Clearing existing target manager status.
18:58:21 ERROR : (XSDB Server)couldn't execute "CON": no such file or directory

20:42:30 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1769189151910,  Project:1769183538234
20:42:30 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
20:42:32 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
20:42:35 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
20:42:39 INFO  : 
20:42:40 INFO  : Updating hardware inferred compiler options for port_game_mb.
20:42:40 INFO  : Clearing existing target manager status.
21:35:30 ERROR : (XSDB Server)Code 16 Time 1769193330266 Format {Invalid context}

21:35:53 ERROR : (XSDB Server)Code 16 Time 1769193330266 Format {Invalid context}

21:36:08 ERROR : (XSDB Server)Code 16 Time 1769193330266 Format {Invalid context}

21:58:23 ERROR : (XSDB Server)can't read "magic": no such variable

13:42:26 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:42:26 INFO  : Registering command handlers for SDK TCF services
13:42:33 INFO  : XSCT server has started successfully.
13:42:33 INFO  : Successfully done setting XSCT server connection channel  
13:42:39 INFO  : Successfully done setting SDK workspace  
13:42:39 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:42:39 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
21:58:02 INFO  : Registering command handlers for SDK TCF services
21:58:03 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
21:58:09 INFO  : XSCT server has started successfully.
21:58:10 INFO  : Successfully done setting XSCT server connection channel  
21:58:10 INFO  : Successfully done setting SDK workspace  
21:58:10 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
21:58:10 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:56:37 INFO  : Registering command handlers for SDK TCF services
11:56:38 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:56:44 INFO  : XSCT server has started successfully.
11:56:46 INFO  : Successfully done setting XSCT server connection channel  
11:56:46 INFO  : Successfully done setting SDK workspace  
11:56:47 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:56:47 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
15:51:08 ERROR : (XSDB Server)invalid command name "сщт"

15:56:45 ERROR : (XSDB Server)invalid command name "сщт"

16:50:33 ERROR : (XSDB Server)couldn't open "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

16:50:49 ERROR : (XSDB Server)couldn't open "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

16:51:07 ERROR : (XSDB Server)couldn't open "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

17:05:43 ERROR : (XSDB Server)Already running

19:13:41 ERROR : (XSDB Server)couldn't open "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf": no such file or directory

19:39:35 ERROR : (XSDB Server)incomplete ELF file read

22:12:16 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1769368181073,  Project:1769189151910
22:12:16 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
22:12:18 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
22:12:21 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
22:12:40 INFO  : 
22:12:41 INFO  : Updating hardware inferred compiler options for port_game_mb.
22:12:41 INFO  : Clearing existing target manager status.
11:54:19 INFO  : Registering command handlers for SDK TCF services
11:54:20 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:54:24 INFO  : XSCT server has started successfully.
11:54:28 INFO  : Successfully done setting XSCT server connection channel  
11:54:28 INFO  : Successfully done setting SDK workspace  
11:54:28 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:54:28 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:55:03 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1769417539886,  Project:1769368181073
11:55:03 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
11:55:04 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
11:55:07 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
11:55:15 INFO  : 
11:55:16 INFO  : Updating hardware inferred compiler options for port_game_mb.
11:55:16 INFO  : Clearing existing target manager status.
12:24:43 ERROR : (XSDB Server)incomplete ELF file read

13:32:43 INFO  : Registering command handlers for SDK TCF services
13:32:44 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
13:32:51 INFO  : XSCT server has started successfully.
13:33:02 INFO  : Successfully done setting XSCT server connection channel  
13:33:02 INFO  : Successfully done setting SDK workspace  
13:33:02 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
13:33:02 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:36:07 ERROR : (XSDB Server)Code 16 Time 1769942167197 Format {Invalid context}

